YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2000,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,2,151,3223,,,,,,HS,2970,62487,,,,,,0.0515787284,
2000,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,3,75,1635,,,,,,SC,2391,49529,,,,,,0.0330109633,
2000,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,4,21,364,,,,,,AA,942,19604,,,,,,0.0185676393,
2000,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,5,123,2492,,,,,,BA+,6951,141466,,,,,,0.0176155401,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,0,270,7317,,,,,,InSch,1279,29851,,,,,,0.2451174165,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,1,49,1009,,,,,,LTHS,139,2880,,,,,,0.3503472222,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,2,37,846,,,,,,HS,190,4088,,,,,,0.2069471624,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,3,,,,,,,,SC,37,815,,,,,,,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,0,125,4217,,,,,,InSch,894,22408,,,,,,0.1881917172,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,1,52,1310,,,,,,LTHS,200,4501,,,,,,0.2910464341,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,2,81,1813,,,,,,HS,550,12106,,,,,,0.1497604494,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,3,30,736,,,,,,SC,365,8718,,,,,,0.0844230328,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,4,11,249,,,,,,AA,139,2990,,,,,,0.083277592,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,5,6,111,,,,,,BA+,203,5044,,,,,,0.0220063442,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,0,62,1342,,,,,,InSch,1066,23437,,,,,,0.0572598882,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,1,195,4353,,,,,,LTHS,1125,23809,,,,,,0.1828300223,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,2,333,7431,,,,,,HS,5178,111390,,,,,,0.066711554,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,3,168,3763,,,,,,SC,3706,81467,,,,,,0.046190482,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,4,79,1673,,,,,,AA,2306,50499,,,,,,0.0331293689,
2000,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,5,90,1977,,,,,,BA+,5028,112975,,,,,,0.0174994468,
2000,15980,"Cape Coral-Fort Myers, FL",16-19,0,28,622,,,,,,InSch,320,6140,,,,,,0.1013029316,
2000,15980,"Cape Coral-Fort Myers, FL",16-19,1,11,272,,,,,,LTHS,78,1617,,,,,,0.1682127396,
2000,15980,"Cape Coral-Fort Myers, FL",16-19,2,12,244,,,,,,HS,81,1736,,,,,,0.1405529954,
2000,15980,"Cape Coral-Fort Myers, FL",16-19,3,,,,,,,,SC,11,199,,,,,,,
2000,15980,"Cape Coral-Fort Myers, FL",20-24,0,10,170,,,,,,InSch,141,2798,,,,,,0.0607576841,
2000,15980,"Cape Coral-Fort Myers, FL",20-24,1,25,452,,,,,,LTHS,205,3866,,,,,,0.1169167098,
2000,15980,"Cape Coral-Fort Myers, FL",20-24,2,18,328,,,,,,HS,249,4953,,,,,,0.0662224914,
2000,15980,"Cape Coral-Fort Myers, FL",20-24,3,8,162,,,,,,SC,110,2401,,,,,,0.0674718867,
2000,15980,"Cape Coral-Fort Myers, FL",20-24,4,,,,,,,,AA,36,744,,,,,,,
2000,15980,"Cape Coral-Fort Myers, FL",20-24,5,7,168,,,,,,BA+,34,676,,,,,,0.2485207101,
2000,15980,"Cape Coral-Fort Myers, FL",25-54,0,12,244,,,,,,InSch,294,5897,,,,,,0.0413769713,
2000,15980,"Cape Coral-Fort Myers, FL",25-54,1,65,1154,,,,,,LTHS,951,17724,,,,,,0.0651094561,
2000,15980,"Cape Coral-Fort Myers, FL",25-54,2,78,1532,,,,,,HS,2066,39452,,,,,,0.0388319984,
2000,15980,"Cape Coral-Fort Myers, FL",25-54,3,41,850,,,,,,SC,1536,29765,,,,,,0.0285570301,
2000,15980,"Cape Coral-Fort Myers, FL",25-54,4,11,201,,,,,,AA,532,10120,,,,,,0.0198616601,
2000,15980,"Cape Coral-Fort Myers, FL",25-54,5,24,463,,,,,,BA+,1367,26590,,,,,,0.0174125611,
2000,16700,"Charleston-North Charleston, SC",16-19,0,86,1994,,,,,,InSch,464,11127,,,,,,0.1792037387,
2000,16700,"Charleston-North Charleston, SC",16-19,1,27,622,,,,,,LTHS,80,1756,,,,,,0.354214123,
2000,16700,"Charleston-North Charleston, SC",16-19,2,21,463,,,,,,HS,100,2290,,,,,,0.2021834061,
2000,16700,"Charleston-North Charleston, SC",16-19,3,,,,,,,,SC,25,615,,,,,,,
2000,16700,"Charleston-North Charleston, SC",20-24,0,30,691,,,,,,InSch,341,8059,,,,,,0.085742648,
2000,16700,"Charleston-North Charleston, SC",20-24,1,35,910,,,,,,LTHS,166,4498,,,,,,0.2023121387,
2000,16700,"Charleston-North Charleston, SC",20-24,2,31,777,,,,,,HS,300,7314,,,,,,0.1062346185,
2000,16700,"Charleston-North Charleston, SC",20-24,3,6,125,,,,,,SC,184,4560,,,,,,0.0274122807,
2000,16700,"Charleston-North Charleston, SC",20-24,4,,,,,,,,AA,29,787,,,,,,,
2000,16700,"Charleston-North Charleston, SC",20-24,5,,,,,,,,BA+,140,3421,,,,,,,
2000,16700,"Charleston-North Charleston, SC",25-54,0,30,692,,,,,,InSch,583,13959,,,,,,0.0495737517,
2000,16700,"Charleston-North Charleston, SC",25-54,1,86,2012,,,,,,LTHS,972,21806,,,,,,0.0922681831,
2000,16700,"Charleston-North Charleston, SC",25-54,2,116,2559,,,,,,HS,2246,51495,,,,,,0.0496941451,
2000,16700,"Charleston-North Charleston, SC",25-54,3,80,1922,,,,,,SC,1910,44722,,,,,,0.0429766111,
2000,16700,"Charleston-North Charleston, SC",25-54,4,12,348,,,,,,AA,615,14973,,,,,,0.0232418353,
2000,16700,"Charleston-North Charleston, SC",25-54,5,40,830,,,,,,BA+,2314,53100,,,,,,0.0156308851,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,0,292,6326,,,,,,InSch,1337,30913,,,,,,0.2046388251,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,1,66,1470,,,,,,LTHS,291,6688,,,,,,0.2197966507,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,2,36,849,,,,,,HS,241,5332,,,,,,0.1592273068,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,3,7,99,,,,,,SC,50,1160,,,,,,0.0853448276,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,0,212,4332,,,,,,InSch,887,20746,,,,,,0.2088113371,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,1,105,2400,,,,,,LTHS,637,15954,,,,,,0.1504324934,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,2,74,1696,,,,,,HS,849,20930,,,,,,0.0810320115,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,3,36,797,,,,,,SC,557,13378,,,,,,0.0595754223,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,4,6,129,,,,,,AA,99,2217,,,,,,0.0581867388,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,5,8,225,,,,,,BA+,383,9717,,,,,,0.0231552948,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,0,53,1319,,,,,,InSch,1395,33817,,,,,,0.0390040512,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,1,266,6021,,,,,,LTHS,3190,75247,,,,,,0.0800164791,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,2,275,6297,,,,,,HS,6493,151373,,,,,,0.0415992284,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,3,150,3601,,,,,,SC,5853,140091,,,,,,0.0257047205,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,4,37,848,,,,,,AA,2059,49062,,,,,,0.0172842526,
2000,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,5,112,2600,,,,,,BA+,7640,185918,,,,,,0.0139846599,
2000,16860,"Chattanooga, TN-GA",16-19,0,63,1242,,,,,,InSch,416,8744,,,,,,0.1420402562,
2000,16860,"Chattanooga, TN-GA",16-19,1,25,467,,,,,,LTHS,86,1781,,,,,,0.2622122403,
2000,16860,"Chattanooga, TN-GA",16-19,2,11,242,,,,,,HS,84,1786,,,,,,0.1354983203,
2000,16860,"Chattanooga, TN-GA",16-19,3,,,,,,,,SC,15,266,,,,,,,
2000,16860,"Chattanooga, TN-GA",20-24,0,52,828,,,,,,InSch,358,7654,,,,,,0.1081787301,
2000,16860,"Chattanooga, TN-GA",20-24,1,30,616,,,,,,LTHS,169,3928,,,,,,0.1568228106,
2000,16860,"Chattanooga, TN-GA",20-24,2,26,681,,,,,,HS,232,5534,,,,,,0.123057463,
2000,16860,"Chattanooga, TN-GA",20-24,3,12,230,,,,,,SC,179,4522,,,,,,0.0508624502,
2000,16860,"Chattanooga, TN-GA",20-24,4,,,,,,,,AA,19,390,,,,,,,
2000,16860,"Chattanooga, TN-GA",20-24,5,,,,,,,,BA+,59,1364,,,,,,,
2000,16860,"Chattanooga, TN-GA",25-54,0,12,257,,,,,,InSch,389,8529,,,,,,0.0301324892,
2000,16860,"Chattanooga, TN-GA",25-54,1,76,1652,,,,,,LTHS,852,18908,,,,,,0.0873704252,
2000,16860,"Chattanooga, TN-GA",25-54,2,62,1351,,,,,,HS,1848,41171,,,,,,0.0328143596,
2000,16860,"Chattanooga, TN-GA",25-54,3,51,1145,,,,,,SC,1618,36792,,,,,,0.0311208958,
2000,16860,"Chattanooga, TN-GA",25-54,4,12,255,,,,,,AA,529,11917,,,,,,0.0213980029,
2000,16860,"Chattanooga, TN-GA",25-54,5,29,614,,,,,,BA+,1720,36394,,,,,,0.0168709128,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,0,1354,31940,,,,,,InSch,7815,180403,,,,,,0.1770480535,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,1,404,9724,,,,,,LTHS,1345,32359,,,,,,0.3005037238,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,2,218,5462,,,,,,HS,1271,30496,,,,,,0.1791054565,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,3,51,1304,,,,,,SC,275,6538,,,,,,0.1994493729,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,4,,,,,,,,AA,20,519,,,,,,,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,5,,,,,,,,BA+,5,168,,,,,,,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,0,579,14905,,,,,,InSch,5474,136612,,,,,,0.1091046175,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,1,488,12768,,,,,,LTHS,2812,72368,,,,,,0.176431572,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,2,559,14730,,,,,,HS,4141,103943,,,,,,0.1417122846,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,3,263,6593,,,,,,SC,2796,69999,,,,,,0.0941870598,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,4,26,562,,,,,,AA,526,12943,,,,,,0.0434211543,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,5,75,1776,,,,,,BA+,2383,61815,,,,,,0.0287308906,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,0,528,13182,,,,,,InSch,10065,247274,,,,,,0.0533092844,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,1,1754,43729,,,,,,LTHS,14796,361502,,,,,,0.1209647526,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,2,1980,48714,,,,,,HS,29645,700001,,,,,,0.0695913292,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,3,1264,30547,,,,,,SC,28174,669223,,,,,,0.0456454724,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,4,279,6690,,,,,,AA,8482,201529,,,,,,0.0331962149,
2000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,5,828,20386,,,,,,BA+,44299,1060559,,,,,,0.0192219386,
2000,17140,"Cincinnati, OH-KY-IN",16-19,0,279,5813,,,,,,InSch,2241,47895,,,,,,0.1213696628,
2000,17140,"Cincinnati, OH-KY-IN",16-19,1,85,1947,,,,,,LTHS,287,6363,,,,,,0.3059877416,
2000,17140,"Cincinnati, OH-KY-IN",16-19,2,46,913,,,,,,HS,376,8042,,,,,,0.1135289729,
2000,17140,"Cincinnati, OH-KY-IN",16-19,3,,,,,,,,SC,72,1711,,,,,,,
2000,17140,"Cincinnati, OH-KY-IN",20-24,0,99,2095,,,,,,InSch,1410,33024,,,,,,0.0634387112,
2000,17140,"Cincinnati, OH-KY-IN",20-24,1,105,2317,,,,,,LTHS,565,12961,,,,,,0.1787670704,
2000,17140,"Cincinnati, OH-KY-IN",20-24,2,105,2414,,,,,,HS,1231,27803,,,,,,0.0868251628,
2000,17140,"Cincinnati, OH-KY-IN",20-24,3,31,690,,,,,,SC,629,14992,,,,,,0.0460245464,
2000,17140,"Cincinnati, OH-KY-IN",20-24,4,,,,,,,,AA,144,3493,,,,,,,
2000,17140,"Cincinnati, OH-KY-IN",20-24,5,12,253,,,,,,BA+,444,10423,,,,,,0.0242732419,
2000,17140,"Cincinnati, OH-KY-IN",25-54,0,44,992,,,,,,InSch,1696,37259,,,,,,0.0266244397,
2000,17140,"Cincinnati, OH-KY-IN",25-54,1,276,5708,,,,,,LTHS,2841,59713,,,,,,0.0955905749,
2000,17140,"Cincinnati, OH-KY-IN",25-54,2,349,7300,,,,,,HS,9769,206243,,,,,,0.0353951407,
2000,17140,"Cincinnati, OH-KY-IN",25-54,3,181,4000,,,,,,SC,6517,142187,,,,,,0.0281319671,
2000,17140,"Cincinnati, OH-KY-IN",25-54,4,48,1105,,,,,,AA,2333,51939,,,,,,0.0212749572,
2000,17140,"Cincinnati, OH-KY-IN",25-54,5,129,2852,,,,,,BA+,8966,201733,,,,,,0.0141374986,
2000,17460,"Cleveland-Elyria, OH",16-19,0,321,6812,,,,,,InSch,2205,45797,,,,,,0.1487433675,
2000,17460,"Cleveland-Elyria, OH",16-19,1,96,1952,,,,,,LTHS,291,6114,,,,,,0.3192672555,
2000,17460,"Cleveland-Elyria, OH",16-19,2,59,1353,,,,,,HS,379,7898,,,,,,0.1713091922,
2000,17460,"Cleveland-Elyria, OH",16-19,3,9,163,,,,,,SC,65,1459,,,,,,0.1117203564,
2000,17460,"Cleveland-Elyria, OH",20-24,0,92,1948,,,,,,InSch,1260,27354,,,,,,0.0712144476,
2000,17460,"Cleveland-Elyria, OH",20-24,1,154,3273,,,,,,LTHS,588,12698,,,,,,0.2577571271,
2000,17460,"Cleveland-Elyria, OH",20-24,2,121,2506,,,,,,HS,1155,25088,,,,,,0.0998883929,
2000,17460,"Cleveland-Elyria, OH",20-24,3,53,1197,,,,,,SC,711,15603,,,,,,0.0767160162,
2000,17460,"Cleveland-Elyria, OH",20-24,4,5,116,,,,,,AA,140,3082,,,,,,0.0376378975,
2000,17460,"Cleveland-Elyria, OH",20-24,5,12,256,,,,,,BA+,427,9337,,,,,,0.0274178001,
2000,17460,"Cleveland-Elyria, OH",25-54,0,104,2249,,,,,,InSch,2245,46737,,,,,,0.0481203329,
2000,17460,"Cleveland-Elyria, OH",25-54,1,330,6804,,,,,,LTHS,2923,60169,,,,,,0.1130814871,
2000,17460,"Cleveland-Elyria, OH",25-54,2,524,10918,,,,,,HS,10288,212670,,,,,,0.0513377533,
2000,17460,"Cleveland-Elyria, OH",25-54,3,306,6628,,,,,,SC,8200,171379,,,,,,0.0386745167,
2000,17460,"Cleveland-Elyria, OH",25-54,4,59,1166,,,,,,AA,2525,53024,,,,,,0.0219900422,
2000,17460,"Cleveland-Elyria, OH",25-54,5,190,3977,,,,,,BA+,10153,213652,,,,,,0.0186143823,
2000,17820,"Colorado Springs, CO",16-19,0,82,1678,,,,,,InSch,530,11275,,,,,,0.1488248337,
2000,17820,"Colorado Springs, CO",16-19,1,32,693,,,,,,LTHS,110,2305,,,,,,0.3006507592,
2000,17820,"Colorado Springs, CO",16-19,2,16,355,,,,,,HS,115,2502,,,,,,0.1418864908,
2000,17820,"Colorado Springs, CO",16-19,3,,,,,,,,SC,22,478,,,,,,,
2000,17820,"Colorado Springs, CO",20-24,0,14,288,,,,,,InSch,273,5997,,,,,,0.048024012,
2000,17820,"Colorado Springs, CO",20-24,1,17,464,,,,,,LTHS,134,3114,,,,,,0.1490044958,
2000,17820,"Colorado Springs, CO",20-24,2,34,804,,,,,,HS,343,7603,,,,,,0.1057477312,
2000,17820,"Colorado Springs, CO",20-24,3,14,327,,,,,,SC,238,5307,,,,,,0.0616167326,
2000,17820,"Colorado Springs, CO",20-24,4,,,,,,,,AA,37,783,,,,,,,
2000,17820,"Colorado Springs, CO",20-24,5,,,,,,,,BA+,98,2189,,,,,,,
2000,17820,"Colorado Springs, CO",25-54,0,22,491,,,,,,InSch,620,13687,,,,,,0.0358734566,
2000,17820,"Colorado Springs, CO",25-54,1,36,712,,,,,,LTHS,473,9713,,,,,,0.0733038196,
2000,17820,"Colorado Springs, CO",25-54,2,71,1476,,,,,,HS,1842,37948,,,,,,0.0388953305,
2000,17820,"Colorado Springs, CO",25-54,3,58,1358,,,,,,SC,2173,45257,,,,,,0.0300064078,
2000,17820,"Colorado Springs, CO",25-54,4,24,525,,,,,,AA,814,17258,,,,,,0.0304206745,
2000,17820,"Colorado Springs, CO",25-54,5,53,1175,,,,,,BA+,2680,59369,,,,,,0.0197914737,
2000,17900,"Columbia, SC",16-19,0,92,2283,,,,,,InSch,522,12150,,,,,,0.1879012346,
2000,17900,"Columbia, SC",16-19,1,25,443,,,,,,LTHS,88,1722,,,,,,0.2572590012,
2000,17900,"Columbia, SC",16-19,2,8,187,,,,,,HS,74,1678,,,,,,0.1114421931,
2000,17900,"Columbia, SC",16-19,3,,,,,,,,SC,25,532,,,,,,,
2000,17900,"Columbia, SC",20-24,0,57,1477,,,,,,InSch,480,12075,,,,,,0.1223188406,
2000,17900,"Columbia, SC",20-24,1,30,690,,,,,,LTHS,141,3342,,,,,,0.2064631957,
2000,17900,"Columbia, SC",20-24,2,30,766,,,,,,HS,261,6377,,,,,,0.1201191783,
2000,17900,"Columbia, SC",20-24,3,12,277,,,,,,SC,219,5007,,,,,,0.0553225484,
2000,17900,"Columbia, SC",20-24,4,,,,,,,,AA,35,750,,,,,,,
2000,17900,"Columbia, SC",20-24,5,,,,,,,,BA+,158,3672,,,,,,,
2000,17900,"Columbia, SC",25-54,0,24,629,,,,,,InSch,594,13969,,,,,,0.0450282769,
2000,17900,"Columbia, SC",25-54,1,102,2240,,,,,,LTHS,843,18441,,,,,,0.121468467,
2000,17900,"Columbia, SC",25-54,2,93,2212,,,,,,HS,2070,45658,,,,,,0.0484471506,
2000,17900,"Columbia, SC",25-54,3,55,1270,,,,,,SC,1859,41311,,,,,,0.0307424173,
2000,17900,"Columbia, SC",25-54,4,16,367,,,,,,AA,753,16817,,,,,,0.0218231551,
2000,17900,"Columbia, SC",25-54,5,30,724,,,,,,BA+,2763,61842,,,,,,0.011707254,
2000,18140,"Columbus, OH",16-19,0,231,4919,,,,,,InSch,1688,36061,,,,,,0.1364077535,
2000,18140,"Columbus, OH",16-19,1,50,1026,,,,,,LTHS,212,4361,,,,,,0.2352671406,
2000,18140,"Columbus, OH",16-19,2,35,718,,,,,,HS,293,6325,,,,,,0.1135177866,
2000,18140,"Columbus, OH",16-19,3,,,,,,,,SC,51,1002,,,,,,,
2000,18140,"Columbus, OH",20-24,0,109,2037,,,,,,InSch,1544,36456,,,,,,0.055875576,
2000,18140,"Columbus, OH",20-24,1,83,2005,,,,,,LTHS,446,10048,,,,,,0.1995421975,
2000,18140,"Columbus, OH",20-24,2,83,1878,,,,,,HS,1014,22524,,,,,,0.0833777304,
2000,18140,"Columbus, OH",20-24,3,30,618,,,,,,SC,589,13337,,,,,,0.0463372573,
2000,18140,"Columbus, OH",20-24,4,,,,,,,,AA,104,2408,,,,,,,
2000,18140,"Columbus, OH",20-24,5,9,257,,,,,,BA+,455,10924,,,,,,0.0235261809,
2000,18140,"Columbus, OH",25-54,0,57,1236,,,,,,InSch,1867,42057,,,,,,0.0293886868,
2000,18140,"Columbus, OH",25-54,1,194,4151,,,,,,LTHS,2197,46404,,,,,,0.0894534954,
2000,18140,"Columbus, OH",25-54,2,264,5656,,,,,,HS,7706,160177,,,,,,0.0353109373,
2000,18140,"Columbus, OH",25-54,3,130,2746,,,,,,SC,5641,123708,,,,,,0.0221974327,
2000,18140,"Columbus, OH",25-54,4,33,788,,,,,,AA,1750,39037,,,,,,0.0201859774,
2000,18140,"Columbus, OH",25-54,5,125,2676,,,,,,BA+,8234,187165,,,,,,0.0142975449,
2000,19100,"Dallas-Fort Worth-Arlington, TX",16-19,0,775,16391,,,,,,InSch,4825,101387,,,,,,0.1616676694,
2000,19100,"Dallas-Fort Worth-Arlington, TX",16-19,1,260,5895,,,,,,LTHS,1353,28864,,,,,,0.2042336475,
2000,19100,"Dallas-Fort Worth-Arlington, TX",16-19,2,160,3292,,,,,,HS,999,20993,,,,,,0.1568141762,
2000,19100,"Dallas-Fort Worth-Arlington, TX",16-19,3,17,351,,,,,,SC,162,3523,,,,,,0.0996309963,
2000,19100,"Dallas-Fort Worth-Arlington, TX",20-24,0,234,5366,,,,,,InSch,3060,71443,,,,,,0.075108828,
2000,19100,"Dallas-Fort Worth-Arlington, TX",20-24,1,326,7589,,,,,,LTHS,2889,65787,,,,,,0.1153571374,
2000,19100,"Dallas-Fort Worth-Arlington, TX",20-24,2,294,6831,,,,,,HS,2992,67316,,,,,,0.1014766177,
2000,19100,"Dallas-Fort Worth-Arlington, TX",20-24,3,108,2573,,,,,,SC,1989,46951,,,,,,0.0548018147,
2000,19100,"Dallas-Fort Worth-Arlington, TX",20-24,4,9,264,,,,,,AA,255,6024,,,,,,0.0438247012,
2000,19100,"Dallas-Fort Worth-Arlington, TX",20-24,5,33,912,,,,,,BA+,1046,26325,,,,,,0.0346438746,
2000,19100,"Dallas-Fort Worth-Arlington, TX",25-54,0,207,4822,,,,,,InSch,5099,116321,,,,,,0.0414542516,
2000,19100,"Dallas-Fort Worth-Arlington, TX",25-54,1,950,20708,,,,,,LTHS,13009,279436,,,,,,0.0741064143,
2000,19100,"Dallas-Fort Worth-Arlington, TX",25-54,2,880,18860,,,,,,HS,18705,384924,,,,,,0.0489966851,
2000,19100,"Dallas-Fort Worth-Arlington, TX",25-54,3,606,13485,,,,,,SC,20201,437642,,,,,,0.0308128562,
2000,19100,"Dallas-Fort Worth-Arlington, TX",25-54,4,131,2831,,,,,,AA,5282,116944,,,,,,0.024208168,
2000,19100,"Dallas-Fort Worth-Arlington, TX",25-54,5,429,10005,,,,,,BA+,26413,596735,,,,,,0.0167662363,
2000,19380,"Dayton, OH",16-19,0,139,2939,,,,,,InSch,993,20371,,,,,,0.1442737224,
2000,19380,"Dayton, OH",16-19,1,39,976,,,,,,LTHS,111,2612,,,,,,0.3736600306,
2000,19380,"Dayton, OH",16-19,2,21,441,,,,,,HS,167,3737,,,,,,0.1180090982,
2000,19380,"Dayton, OH",16-19,3,,,,,,,,SC,25,573,,,,,,,
2000,19380,"Dayton, OH",20-24,0,90,1708,,,,,,InSch,769,16138,,,,,,0.1058371545,
2000,19380,"Dayton, OH",20-24,1,46,1088,,,,,,LTHS,190,4588,,,,,,0.2371403662,
2000,19380,"Dayton, OH",20-24,2,38,901,,,,,,HS,476,11348,,,,,,0.0793972506,
2000,19380,"Dayton, OH",20-24,3,20,477,,,,,,SC,251,6101,,,,,,0.0781839043,
2000,19380,"Dayton, OH",20-24,4,,,,,,,,AA,53,1317,,,,,,,
2000,19380,"Dayton, OH",20-24,5,,,,,,,,BA+,124,3037,,,,,,,
2000,19380,"Dayton, OH",25-54,0,35,740,,,,,,InSch,883,19845,,,,,,0.0372889897,
2000,19380,"Dayton, OH",25-54,1,105,2373,,,,,,LTHS,925,20537,,,,,,0.1155475483,
2000,19380,"Dayton, OH",25-54,2,157,3403,,,,,,HS,3658,78949,,,,,,0.0431037759,
2000,19380,"Dayton, OH",25-54,3,101,2105,,,,,,SC,2842,63538,,,,,,0.0331297806,
2000,19380,"Dayton, OH",25-54,4,14,318,,,,,,AA,991,22367,,,,,,0.0142173738,
2000,19380,"Dayton, OH",25-54,5,44,1046,,,,,,BA+,3168,72759,,,,,,0.0143762284,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,0,111,2242,,,,,,InSch,488,9816,,,,,,0.228402608,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,1,14,318,,,,,,LTHS,77,1444,,,,,,0.2202216066,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,2,8,201,,,,,,HS,58,1254,,,,,,0.1602870813,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,3,,,,,,,,SC,10,222,,,,,,,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,0,68,1360,,,,,,InSch,306,6565,,,,,,0.2071591775,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,1,28,580,,,,,,LTHS,155,3189,,,,,,0.181875196,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,2,21,430,,,,,,HS,225,4728,,,,,,0.0909475465,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,3,,,,,,,,SC,133,2826,,,,,,,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,4,,,,,,,,AA,30,636,,,,,,,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,5,,,,,,,,BA+,40,897,,,,,,,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,0,30,620,,,,,,InSch,487,10082,,,,,,0.061495735,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,1,73,1608,,,,,,LTHS,777,15250,,,,,,0.105442623,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,2,52,1112,,,,,,HS,1920,39147,,,,,,0.0284057527,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,3,51,1087,,,,,,SC,1608,32198,,,,,,0.0337598609,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,4,15,340,,,,,,AA,687,14186,,,,,,0.0239672917,
2000,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,5,23,482,,,,,,BA+,1211,24516,,,,,,0.0196606298,
2000,19740,"Denver-Aurora-Lakewood, CO",16-19,0,273,5922,,,,,,InSch,1920,41746,,,,,,0.1418579026,
2000,19740,"Denver-Aurora-Lakewood, CO",16-19,1,105,2120,,,,,,LTHS,491,10786,,,,,,0.1965510847,
